iter	tree	grid	feat	var	change	nchange	geodist	cophdist	condition
3	14	Word order	Clitic pronouns infinitive	2nd position	gain	5	1094.7122219	5732.77232972	N
3	14	Word order	Clitic pronouns infinitive	2nd position	loss	13	825.033994643	3297.82609966	N
3	8	Word order	Clitic pronouns infinitive	OV	gain	18	827.350552416	5567.0498535	N
3	8	Word order	Clitic pronouns infinitive	OV	loss	24	576.260249652	3933.18071337	N
3	7	Word order	Clitic pronouns infinitive	VO	gain	8	1269.67883553	6091.01385538	N
3	7	Word order	Clitic pronouns infinitive	VO	loss	17	426.332110185	6968.98446631	N
3	10	Word order	Clitic pronouns participle	2nd position	gain	4	935.253864711	4177.75597061	N
3	10	Word order	Clitic pronouns participle	2nd position	loss	9	994.515205419	2804.57794409	N
3	16	Word order	Clitic pronouns participle	OV	gain	19	783.186519512	4963.17476482	N
3	16	Word order	Clitic pronouns participle	OV	loss	34	482.324304503	4297.84746727	N
3	12	Word order	Clitic pronouns participle	VO	gain	12	1036.41300264	7560.64375414	N
3	12	Word order	Clitic pronouns participle	VO	loss	13	882.326829568	7369.97120973	N
3	12	Word order	Infinitive	OV	gain	9	221.07729238	5029.01615879	N
3	12	Word order	Infinitive	OV	loss	15	740.649596018	6901.56142738	N
3	12	Word order	Infinitive	VO	gain	9	1474.70127707	4212.94351579	N
3	12	Word order	Infinitive	VO	loss	12	752.215968778	6146.642673	N
3	2	Word order	Main clauses	SOV	gain	3	2202.21471925	6746.03034127	N
3	2	Word order	Main clauses	SOV	loss	8	1202.26791847	7870.6580839	N
3	1	Word order	Main clauses	SVO	gain	16	665.54381943	4947.546527	N
3	1	Word order	Main clauses	SVO	loss	5	989.94161816	4852.39137556	N
3	13	Word order	Main clauses	V2	gain	8	1373.48608021	7021.95268759	N
3	13	Word order	Main clauses	V2	loss	8	485.021846296	4444.39065458	N
3	14	Word order	Main clauses	VSO	gain	2	1120.51960923	3746.77233334	N
3	0	Word order	Noun-Possessor	N-Poss	gain	7	1255.41992387	4064.35650651	N
3	0	Word order	Noun-Possessor	N-Poss	loss	10	659.288829449	2754.37582529	N
3	11	Word order	Noun-Possessor	Poss-N	gain	7	1039.7402312	4640.59963954	N
3	11	Word order	Noun-Possessor	Poss-N	loss	11	634.701630785	3942.17637236	N
3	15	Word order	Noun-adjective	AN	gain	6	1410.09493223	9403.04928418	N
3	15	Word order	Noun-adjective	AN	loss	7	1459.7365498	5639.02466389	N
3	4	Word order	Noun-adjective	NA	gain	4	1671.12693865	4085.51428201	N
3	4	Word order	Noun-adjective	NA	loss	11	1189.40435493	5458.99633377	N
3	12	Word order	Noun-relative clause	NRel	gain	10	1089.02350399	6635.63539356	N
3	12	Word order	Noun-relative clause	NRel	loss	5	2186.9930064	10383.5432251	N
3	11	Word order	Noun-relative clause	RelN	gain	5	1585.10046633	6329.21837046	N
3	11	Word order	Noun-relative clause	RelN	loss	9	567.952589029	2337.83217341	N
3	5	Word order	Participle	OV	gain	4	931.655976774	6877.2545437	N
3	5	Word order	Participle	OV	loss	8	1672.9821416	5974.47319068	N
3	0	Word order	Participle	VO	gain	9	1505.70338715	4838.01188875	N
3	0	Word order	Participle	VO	loss	4	1799.6547367	9970.07359525	N
3	11	Word order	Subordinate clause	SOV	gain	7	557.172211866	6608.06400688	N
3	11	Word order	Subordinate clause	SOV	loss	11	948.743605251	5717.04620022	N
3	0	Word order	Subordinate clause	SVO	gain	14	839.782966142	4737.49559056	N
3	0	Word order	Subordinate clause	SVO	loss	2	5378.9119352	10602.1134809	N
3	11	Word order	Subordinate clause	V2	gain	3	1198.48200346	6155.1269176	N
3	11	Word order	Subordinate clause	V2	loss	5	394.090887044	4679.52416595	N
3	3	Word order	Subordinate clause	VSO	gain	2	1911.65583233	10963.2592818	N
3	3	Word order	Subordinate clause	VSO	loss	2	2746.57102424	11672.2376128	N
3	0	Word order	WH-element	WH-V	gain	29	763.878921229	4652.74111448	N
3	0	Word order	WH-element	WH-V	loss	10	1093.5997873	5938.25473154	N
3	7	Word order	WH-element	WH-initial	gain	4	1511.0215113	3341.81810342	N
3	7	Word order	WH-element	WH-initial	loss	12	956.415218889	3553.88819873	N
4	10	ALIGNMENT	Compare PROG-PAST	PAST_A=PROG_O	gain	16	1233.7827747	3351.49898617	C
4	10	ALIGNMENT	Compare PROG-PAST	PAST_A=PROG_O	loss	14	525.299952142	4691.38021239	S
4	12	ALIGNMENT	Compare PROG-PAST	PROG_A=PST_O	gain	17	954.203379176	5141.06588691	C
4	12	ALIGNMENT	Compare PROG-PAST	PROG_A=PST_O	loss	7	1026.49167179	5558.56021827	S
4	16	ALIGNMENT	Compare PROG-PAST	PROG_So=PST_So	gain	4	318.181912849	8890.03324163	S
4	16	ALIGNMENT	Compare PROG-PAST	PROG_So=PST_So	loss	3	3021.90543163	8252.23704634	C
4	14	ALIGNMENT	Noun: Present Progressive	N:PROG: O=So?	gain	31	701.649983874	4792.86726381	S
4	14	ALIGNMENT	Noun: Present Progressive	N:PROG: O=So?	loss	19	559.591821523	4764.24674938	C
4	14	ALIGNMENT	Noun: Present Progressive	N:PROG:A=O?	gain	25	683.924263451	4720.08307881	S
4	14	ALIGNMENT	Noun: Present Progressive	N:PROG:A=O?	loss	11	756.463881755	4623.54391917	C
4	16	ALIGNMENT	Noun: Present Progressive	N:PROG:A=Sa?	gain	2	132.704951024	250.098609302	S
4	16	ALIGNMENT	Noun: Present Progressive	N:PROG:A=Sa?	loss	3	3114.03801792	2170.9432669	C
4	9	ALIGNMENT	Noun: Simple Past	N:PST: O=So?	gain	26	739.2215739	5146.81556782	S
4	9	ALIGNMENT	Noun: Simple Past	N:PST: O=So?	loss	15	751.473425405	4105.33427689	C
4	11	ALIGNMENT	Noun: Simple Past	N:PST:A=O?	gain	20	821.287683967	6034.53541094	S
4	11	ALIGNMENT	Noun: Simple Past	N:PST:A=O?	loss	6	905.44769763	3893.59988066	C
4	7	ALIGNMENT	Noun: Simple Past	N:PST:A=Sa?	gain	4	1226.62932894	2263.90117997	S
4	7	ALIGNMENT	Noun: Simple Past	N:PST:A=Sa?	loss	5	1149.3042866	3945.5257644	C
4	4	ALIGNMENT	Pronoun: Present Progressive	P:PROG: O=So?	gain	10	1207.99373446	4759.4822129	S
4	4	ALIGNMENT	Pronoun: Present Progressive	P:PROG: O=So?	loss	4	2116.95876872	5957.71916931	C
4	4	ALIGNMENT	Pronoun: Present Progressive	P:PROG:A=O?	gain	15	674.564280829	4559.65514516	S
4	4	ALIGNMENT	Pronoun: Present Progressive	P:PROG:A=O?	loss	14	359.527271939	3799.13170753	C
4	6	ALIGNMENT	Pronoun: Simple Past	P:PST: O=So?	gain	19	408.282814733	6001.12203054	S
4	6	ALIGNMENT	Pronoun: Simple Past	P:PST: O=So?	loss	4	312.944216249	802.558460132	C
4	16	ALIGNMENT	Pronoun: Simple Past	P:PST:A=O?	gain	11	676.574962195	3832.47220072	S
4	2	ALIGNMENT	Pronoun: Simple Past	P:PST:A=Sa?	gain	6	753.034550029	3613.45508183	S
4	2	ALIGNMENT	Pronoun: Simple Past	P:PST:A=Sa?	loss	4	1486.66612026	6561.62417098	C
4	8	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-A	gain	11	454.650340265	1580.88759428	N
4	8	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-A	loss	6	1017.24425148	4477.02094598	N
4	6	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-O	gain	6	1849.20794799	7915.48826979	N
4	6	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-O	loss	10	558.878844034	7315.26707943	N
4	4	ALIGNMENT	Verb: Present Progressive	V:PROG: O=So?	gain	13	928.98653386	4106.2106703	S
4	4	ALIGNMENT	Verb: Present Progressive	V:PROG: O=So?	loss	13	702.126702867	3526.86318227	C
4	4	ALIGNMENT	Verb: Present Progressive	V:PROG:A=O?	gain	12	992.307535787	5695.16287701	S
4	4	ALIGNMENT	Verb: Present Progressive	V:PROG:A=O?	loss	14	295.117550299	3306.8124435	C
4	16	ALIGNMENT	Verb: Present Progressive	V:PROG:A=Sa?	gain	2	262.28667112	1029.88047806	S
4	16	ALIGNMENT	Verb: Present Progressive	V:PROG:A=Sa?	loss	4	2591.22444837	10994.8531376	C
4	14	ALIGNMENT	Verb: Present Progressive	V:PROG:Sa=So?	gain	3	1554.13607038	1592.50764678	S
4	14	ALIGNMENT	Verb: Present Progressive	V:PROG:Sa=So?	loss	2	1450.02800633	6502.22990438	C
4	16	ALIGNMENT	Verb: Simple Past	V:PST: O=So?	gain	23	652.165863725	5451.11439503	S
4	16	ALIGNMENT	Verb: Simple Past	V:PST: O=So?	loss	7	354.500777142	5561.75067169	C
4	15	ALIGNMENT	Verb: Simple Past	V:PST:A=O?	gain	17	830.587737856	5930.90844784	S
4	15	ALIGNMENT	Verb: Simple Past	V:PST:A=O?	loss	7	931.007921526	3903.14140898	C
4	5	ALIGNMENT	Verb: Simple Past	V:PST:A=Sa?	gain	10	980.636110928	4445.25701894	S
4	5	ALIGNMENT	Verb: Simple Past	V:PST:A=Sa?	loss	4	1496.11303364	4788.77262857	C
4	1	Nominal morphology	Case marking	CASE-ADJ	gain	34	591.054215734	3209.12751786	C
4	1	Nominal morphology	Case marking	CASE-ADJ	loss	31	741.289548168	2613.03315513	S
4	13	Nominal morphology	Case marking	CASE-ART	gain	13	1012.57000913	7052.72113751	C
4	13	Nominal morphology	Case marking	CASE-ART	loss	40	473.336124861	6021.40295203	S
4	8	Nominal morphology	Case marking	CASE-LAST	gain	12	1423.35866329	5911.79243174	C
4	8	Nominal morphology	Case marking	CASE-LAST	loss	8	672.392302635	1881.82853243	S
4	14	Nominal morphology	Case marking	CASE-N	gain	9	1086.21386895	2682.03341688	C
4	14	Nominal morphology	Case marking	CASE-N	loss	23	781.81460504	5565.42643001	S
4	11	Nominal morphology	Definiteness marking	ADJ-DEF	gain	6	1610.27811261	6740.14920202	C
4	11	Nominal morphology	Definiteness marking	ADJ-DEF	loss	9	618.439588839	2067.74534271	S
4	5	Nominal morphology	Definiteness marking	DEF-FIRST	gain	11	1170.6875504	4690.11221909	C
4	5	Nominal morphology	Definiteness marking	DEF-FIRST	loss	13	712.059579289	4682.60973187	S
4	7	Nominal morphology	Definiteness marking	DEF-LAST	gain	13	1027.71523442	5208.67593287	C
4	7	Nominal morphology	Definiteness marking	DEF-LAST	loss	16	605.393995753	2832.97156844	S
4	6	Nominal morphology	Definiteness marking	DEF.ART	gain	12	887.519325913	5882.54212318	N
4	6	Nominal morphology	Definiteness marking	DEF.ART	loss	8	786.407271916	4704.2778389	N
4	8	Nominal morphology	Definiteness marking	N-DEF	gain	11	885.266094803	5577.63647004	N
4	8	Nominal morphology	Definiteness marking	N-DEF	loss	8	1228.72511114	3661.6652603	N
4	4	Nominal morphology	Gender / Noun class	<5 GENDER	gain	2	3593.49240035	7870.90319996	C
4	4	Nominal morphology	Gender / Noun class	<5 GENDER	loss	2	2385.34798518	5189.01558302	S
4	6	Nominal morphology	Gender / Noun class	ANIM	gain	8	1541.41131526	9421.88735513	C
4	6	Nominal morphology	Gender / Noun class	ANIM	loss	6	659.802937118	2831.3376098	S
4	13	Nominal morphology	Gender / Noun class	M/F	gain	24	878.423822565	6664.84085218	C
4	13	Nominal morphology	Gender / Noun class	M/F	loss	16	808.364290061	4062.04352757	S
4	16	Nominal morphology	Gender / Noun class	NEUTR	gain	4	1088.14950729	10207.9462875	C
4	16	Nominal morphology	Gender / Noun class	NEUTR	loss	16	846.088320554	6381.94371313	S
4	12	Nominal morphology	Gender agreement	PRED-ADJ	gain	11	587.010768297	6024.10205152	C
4	12	Nominal morphology	Gender agreement	PRED-ADJ	loss	21	619.792287362	6904.43377594	S
4	7	Nominal morphology	Nominal cases	<7 Cases	gain	5	1196.83141418	4772.66548207	C
4	7	Nominal morphology	Nominal cases	<7 Cases	loss	10	1011.1087491	2950.7012564	S
4	13	Nominal morphology	Nominal cases	AGG.CASE.NR	gain	10	1119.27855244	7689.00252891	S
4	13	Nominal morphology	Nominal cases	AGG.CASE.NR	loss	14	910.315065918	6035.92775867	N
4	2	Nominal morphology	Nominal cases	AGGL.CASE	gain	15	809.141415424	4260.05144222	S
4	2	Nominal morphology	Nominal cases	AGGL.CASE	loss	10	730.664056797	4347.78878444	N
4	1	Nominal morphology	Nominal cases	DAT	gain	17	678.02125969	5389.16630369	C
4	1	Nominal morphology	Nominal cases	DAT	loss	35	696.036049437	3511.40682912	S
4	16	Nominal morphology	Nominal cases	GEN	gain	12	799.35078614	8109.7643813	C
4	16	Nominal morphology	Nominal cases	GEN	loss	24	716.314734438	6473.03623739	S
4	7	Nominal morphology	Nominal cases	GEN/DAT	gain	13	1056.37208667	4363.65399982	C
4	7	Nominal morphology	Nominal cases	GEN/DAT	loss	30	782.811089336	3844.57713217	S
4	6	Nominal morphology	Nominal cases	O-case	gain	12	681.851746961	4472.05965378	C
4	6	Nominal morphology	Nominal cases	O-case	loss	39	521.121868726	5531.72105403	S
4	12	Nominal morphology	Nominal cases	OBL-Cases	gain	9	1394.973246	6901.35144539	C
4	12	Nominal morphology	Nominal cases	OBL-Cases	loss	13	1049.13516896	7251.08632226	S
4	1	Nominal morphology	Nominal cases	VOC	gain	9	1207.36502547	6188.67678463	C
4	1	Nominal morphology	Nominal cases	VOC	loss	24	774.735631686	4204.11059931	S
4	14	Nominal morphology	Preposition agreement	PRON-AGR	gain	5	2279.50150827	8682.26943277	C
4	12	Nominal morphology	Pronominal Cases	<7 Cases	gain	5	1681.87841247	7785.67983434	C
4	12	Nominal morphology	Pronominal Cases	<7 Cases	loss	6	414.639910435	5349.68366874	S
4	0	Nominal morphology	Pronominal Cases	AGGL.CASE	gain	8	1854.35544726	5866.17274435	N
4	0	Nominal morphology	Pronominal Cases	AGGL.CASE	loss	9	706.417563211	3586.14728423	N
4	3	Nominal morphology	Pronominal Cases	AGGL.CASE.NR	gain	5	326.147287079	2591.3842099	N
4	3	Nominal morphology	Pronominal Cases	AGGL.CASE.NR	loss	2	440.33015069	951.057789116	N
4	14	Nominal morphology	Pronominal Cases	A≠O	gain	2	3327.55030903	9185.1813887	C
4	14	Nominal morphology	Pronominal Cases	A≠O	loss	8	1557.27456073	6687.01981806	S
4	9	Nominal morphology	Pronominal Cases	DAT≠O	gain	43	480.986159731	4464.06807519	C
4	9	Nominal morphology	Pronominal Cases	DAT≠O	loss	25	601.539702217	2165.26572016	S
4	13	Nominal morphology	Pronominal Cases	OBL-Cases	gain	6	1423.14173635	6691.69858308	C
4	13	Nominal morphology	Pronominal Cases	OBL-Cases	loss	18	1035.06192488	6887.21702155	S
4	2	Nominal morphology	Pronominal Cases	VOC	gain	4	2307.62535867	8019.55464574	C
4	2	Nominal morphology	Pronominal Cases	VOC	loss	6	483.207782766	4484.68403958	S
4	4	TENSE	Continous present	Present ????	gain	6	293.971303428	3176.99450026	N
4	4	TENSE	Continous present	Present ????	loss	9	1045.7549134	4198.59202282	N
4	15	TENSE	Continous present	Progressive present	gain	36	583.167820564	7128.51593475	N
4	15	TENSE	Continous present	Progressive present	loss	36	485.684239057	4897.32763176	N
4	13	TENSE	Future	FUT.AUX	gain	17	897.850726969	7901.52281441	N
4	13	TENSE	Future	FUT.AUX	loss	20	828.878225404	5043.05100568	N
4	15	TENSE	Future	FUT.Participle	gain	13	965.681311597	6271.90181325	N
4	15	TENSE	Future	FUT.Participle	loss	12	590.431647676	4388.2381746	N
4	9	TENSE	Future	FUT.Particle	gain	17	694.556267325	7348.05905699	N
4	9	TENSE	Future	FUT.Particle	loss	11	390.072790221	1630.46537725	N
4	15	TENSE	Future	FUT.Synth	gain	12	1004.11247394	7788.19903925	N
4	15	TENSE	Future	FUT.Synth	loss	9	1270.51861861	7573.61125902	N
4	2	TENSE	Future	PERF.FUT	gain	2	4022.28464156	9366.96962069	N
4	2	TENSE	Future	PERF.FUT	loss	3	877.988506787	6292.30668396	N
4	17	Verbal morphology	present progressive, A	PROG:A-AGR-FULL	gain	8	768.667338657	6825.99842537	C
4	17	Verbal morphology	present progressive, A	PROG:A-AGR-FULL	loss	21	678.413784117	7258.46089435	S
4	2	Verbal morphology	present progressive, A	PROG:A-Gender-AGR	gain	6	1225.07749031	4139.10763166	C
4	2	Verbal morphology	present progressive, A	PROG:A-Gender-AGR	loss	4	1912.09463586	5897.54604215	S
4	17	Verbal morphology	present progressive, A	PROG:NO-A-AGR	gain	9	899.153526354	6430.10887155	S
4	17	Verbal morphology	present progressive, A	PROG:NO-A-AGR	loss	5	634.90285745	6752.30101475	C
4	8	Verbal morphology	present progressive, DAT	PROG:DAT-AGR-FULL	gain	3	2180.60487989	6350.96456121	C
4	8	Verbal morphology	present progressive, DAT	PROG:DAT-AGR-FULL	loss	4	379.669335028	2550.6331263	S
4	0	Verbal morphology	present progressive, DAT	PROG:NO-DAT-AGR	gain	7	596.63074681	4155.75904106	S
4	0	Verbal morphology	present progressive, DAT	PROG:NO-DAT-AGR	loss	10	1467.88743135	4498.63887666	C
4	12	Verbal morphology	present progressive, O	PROG:NO-O-AGR	gain	7	1056.68342101	3389.55786131	S
4	12	Verbal morphology	present progressive, O	PROG:NO-O-AGR	loss	8	1686.88109648	7171.2304432	C
4	1	Verbal morphology	present progressive, O	PROG:O-AGR-FULL	gain	2	4134.80891106	9878.63004117	C
4	1	Verbal morphology	present progressive, O	PROG:O-AGR-FULL	loss	2	391.993321672	2472.12250389	S
4	12	Verbal morphology	simple PAST, A	PST:A-AGR-FULL	gain	22	885.323190889	5769.77321647	C
4	12	Verbal morphology	simple PAST, A	PST:A-AGR-FULL	loss	35	491.952573937	4809.96595824	S
4	7	Verbal morphology	simple PAST, A	PST:A-Gender-AGR	gain	8	1129.11755675	5122.64582869	C
4	7	Verbal morphology	simple PAST, A	PST:A-Gender-AGR	loss	6	860.84694123	7747.42276308	S
4	17	Verbal morphology	simple PAST, A	PST:NO-A-AGR	gain	21	878.109014638	6645.47865042	S
4	17	Verbal morphology	simple PAST, A	PST:NO-A-AGR	loss	14	590.896764915	6416.91076972	C
4	8	Verbal morphology	simple PAST, DAT	PST:DAT-AGR-FULL	gain	2	3742.46637956	8341.82978346	C
4	5	Verbal morphology	simple PAST, DAT	PST:NO-DAT-AGR	gain	7	521.644163815	1551.00412921	S
4	5	Verbal morphology	simple PAST, DAT	PST:NO-DAT-AGR	loss	11	1272.91915876	5461.83724385	C
4	4	Verbal morphology	simple PAST, O	PST:NO-O-AGR	gain	11	1240.04615508	5625.38237488	S
4	4	Verbal morphology	simple PAST, O	PST:NO-O-AGR	loss	17	1146.92818827	3342.87528035	C
4	14	Verbal morphology	simple PAST, O	PST:O-AGR-FULL	gain	5	1334.65340456	7336.30865332	C
4	14	Verbal morphology	simple PAST, O	PST:O-AGR-FULL	loss	3	1861.29899071	4198.34485468	S
4	4	Verbal morphology	simple PAST, O	PST:O-Gender-AGR	gain	5	1766.42261695	5730.41339705	C
4	4	Verbal morphology	simple PAST, O	PST:O-Gender-AGR	loss	5	1213.91215271	3180.7440256	S
4	2	Word order	Adpositions	Post	gain	4	836.422061593	3204.37077036	N
4	2	Word order	Adpositions	Post	loss	3	3625.78479684	5213.85695497	N
4	6	Word order	Adpositions	Prep	loss	5	1075.93137149	8962.11618802	N
4	3	Word order	Clitic pronouns finite verb	2nd position	gain	4	1095.28751661	6293.95824637	N
4	3	Word order	Clitic pronouns finite verb	2nd position	loss	10	1300.60660882	5827.00128642	N
4	1	Word order	Clitic pronouns finite verb	OV	gain	13	856.581117563	6277.11899157	N
4	1	Word order	Clitic pronouns finite verb	OV	loss	17	545.707496415	4100.30799209	N
4	7	Word order	Clitic pronouns finite verb	VO	gain	31	640.387614139	5167.7870918	N
4	7	Word order	Clitic pronouns finite verb	VO	loss	27	509.532986979	3871.94076691	N
4	12	Word order	Clitic pronouns infinitive	2nd position	gain	4	2029.60126296	6640.59254679	N
4	12	Word order	Clitic pronouns infinitive	2nd position	loss	8	995.208575369	3933.64360847	N
4	13	Word order	Clitic pronouns infinitive	OV	gain	20	816.39896933	6247.58758563	N
4	13	Word order	Clitic pronouns infinitive	OV	loss	6	734.875111896	4108.22328137	N
4	16	Word order	Clitic pronouns infinitive	VO	gain	10	1868.96549309	7937.55221858	N
4	16	Word order	Clitic pronouns infinitive	VO	loss	13	340.109565987	3337.27390843	N
4	7	Word order	Clitic pronouns participle	2nd position	gain	5	1466.26065187	3484.76000092	N
4	7	Word order	Clitic pronouns participle	2nd position	loss	6	1210.4070611	2736.48100558	N
4	1	Word order	Clitic pronouns participle	OV	gain	30	633.273507554	5500.99021021	N
4	1	Word order	Clitic pronouns participle	OV	loss	22	549.856144327	3538.05333592	N
4	13	Word order	Clitic pronouns participle	VO	gain	17	1017.98148833	7389.40839586	N
4	13	Word order	Clitic pronouns participle	VO	loss	14	442.054760972	3852.60304906	N
4	5	Word order	Infinitive	OV	gain	6	1039.55045216	4083.48280746	N
4	5	Word order	Infinitive	OV	loss	19	472.480100421	7559.20686666	N
4	9	Word order	Infinitive	VO	gain	13	430.205404893	5318.33817425	N
4	9	Word order	Infinitive	VO	loss	5	755.689213244	8126.09378553	N
4	13	Word order	Main clauses	SOV	gain	7	1043.8677792	9652.41127521	N
4	13	Word order	Main clauses	SOV	loss	4	1462.46643087	7212.13328932	N
4	0	Word order	Main clauses	SVO	gain	14	556.872883688	6155.12332618	N
4	0	Word order	Main clauses	SVO	loss	4	983.621898653	4295.89534977	N
4	10	Word order	Main clauses	V2	gain	9	1125.26241822	5781.06263685	N
4	10	Word order	Main clauses	V2	loss	19	552.118051168	4629.46322331	N
4	3	Word order	Main clauses	VSO	gain	2	1116.61094443	3326.3168111	N
4	14	Word order	Noun-Possessor	N-Poss	gain	6	1683.11733989	3445.86200935	N
4	14	Word order	Noun-Possessor	N-Poss	loss	12	684.102773034	4201.20411492	N
4	1	Word order	Noun-Possessor	Poss-N	gain	12	981.581484283	4515.45339709	N
4	1	Word order	Noun-Possessor	Poss-N	loss	12	783.973063996	4438.81394479	N
4	13	Word order	Noun-adjective	AN	gain	14	744.188693009	4433.48478952	N
4	13	Word order	Noun-adjective	AN	loss	5	1365.79144255	2385.41800558	N
4	15	Word order	Noun-adjective	NA	gain	9	1181.10999314	3403.68001791	N
4	15	Word order	Noun-adjective	NA	loss	5	765.320415507	8232.2764122	N
4	2	Word order	Noun-relative clause	NRel	gain	6	1221.68111905	2435.61928208	N
4	2	Word order	Noun-relative clause	NRel	loss	9	1819.9690126	6423.95773316	N
4	1	Word order	Noun-relative clause	RelN	gain	5	1371.80989557	7869.46426841	N
4	1	Word order	Noun-relative clause	RelN	loss	9	998.036558565	3041.12737581	N
4	11	Word order	Participle	OV	gain	7	713.138397139	7585.2348286	N
4	11	Word order	Participle	OV	loss	10	1263.20002035	7035.26464384	N
4	3	Word order	Participle	VO	gain	6	1533.9609014	4510.84898092	N
4	3	Word order	Participle	VO	loss	9	809.207278562	9030.60645918	N
4	6	Word order	Subordinate clause	SOV	gain	5	685.253703911	6392.02846513	N
4	6	Word order	Subordinate clause	SOV	loss	10	1087.44909828	7917.49662767	N
4	12	Word order	Subordinate clause	SVO	gain	12	941.886161867	6904.76787441	N
4	12	Word order	Subordinate clause	SVO	loss	4	1700.19615482	3875.3064921	N
4	4	Word order	Subordinate clause	V2	gain	3	3384.73340094	3822.80122941	N
4	4	Word order	Subordinate clause	V2	loss	7	1045.28090876	4327.94305457	N
4	2	Word order	Subordinate clause	VSO	gain	2	3343.53376522	10189.9102571	N
4	2	Word order	Subordinate clause	VSO	loss	2	2609.71370067	5819.78036298	N
4	5	Word order	WH-element	WH-V	gain	24	706.542655351	4079.90977254	N
4	5	Word order	WH-element	WH-V	loss	12	867.958513239	5081.98683462	N
4	16	Word order	WH-element	WH-initial	gain	4	1817.31005992	7580.359597	N
4	16	Word order	WH-element	WH-initial	loss	12	1273.99450684	6578.29610709	N
5	6	ALIGNMENT	Compare PROG-PAST	PAST_A=PROG_O	gain	17	854.411664133	5159.00145456	C
5	6	ALIGNMENT	Compare PROG-PAST	PAST_A=PROG_O	loss	15	573.073519754	2407.11776069	S
5	12	ALIGNMENT	Compare PROG-PAST	PROG_A=PST_O	gain	11	900.924110196	3997.92219461	C
5	12	ALIGNMENT	Compare PROG-PAST	PROG_A=PST_O	loss	8	824.921802814	4821.63845341	S
5	2	ALIGNMENT	Compare PROG-PAST	PROG_So=PST_So	gain	2	768.860025766	3738.23122464	S
5	2	ALIGNMENT	Compare PROG-PAST	PROG_So=PST_So	loss	2	3573.07681523	5740.83867644	C
5	8	ALIGNMENT	Noun: Present Progressive	N:PROG: O=So?	gain	24	706.757458587	6402.20029689	S
5	8	ALIGNMENT	Noun: Present Progressive	N:PROG: O=So?	loss	4	1411.32336239	4920.18479559	C
5	3	ALIGNMENT	Noun: Present Progressive	N:PROG:A=O?	gain	23	717.766879067	4465.27099638	S
5	3	ALIGNMENT	Noun: Present Progressive	N:PROG:A=O?	loss	9	1371.35076403	6618.68686981	C
5	4	ALIGNMENT	Noun: Present Progressive	N:PROG:A=Sa?	gain	6	157.252567633	610.049840642	S
5	4	ALIGNMENT	Noun: Present Progressive	N:PROG:A=Sa?	loss	5	1583.45481015	5007.79674098	C
5	2	ALIGNMENT	Noun: Simple Past	N:PST: O=So?	gain	29	493.248281661	4204.13022275	S
5	2	ALIGNMENT	Noun: Simple Past	N:PST: O=So?	loss	19	766.812206238	4550.54600316	C
5	7	ALIGNMENT	Noun: Simple Past	N:PST:A=O?	gain	28	742.834129802	4437.31296823	S
5	7	ALIGNMENT	Noun: Simple Past	N:PST:A=O?	loss	26	625.737298655	3806.13030475	C
5	12	ALIGNMENT	Noun: Simple Past	N:PST:A=Sa?	gain	9	689.562829092	6956.27785696	S
5	12	ALIGNMENT	Noun: Simple Past	N:PST:A=Sa?	loss	5	1280.00263851	7406.53867396	C
5	1	ALIGNMENT	Pronoun: Present Progressive	P:PROG: O=So?	gain	10	680.06160753	3625.72273568	S
5	1	ALIGNMENT	Pronoun: Present Progressive	P:PROG: O=So?	loss	12	1193.55788224	4946.96858661	C
5	13	ALIGNMENT	Pronoun: Present Progressive	P:PROG:A=O?	gain	9	1100.46025903	5352.57304857	S
5	13	ALIGNMENT	Pronoun: Present Progressive	P:PROG:A=O?	loss	3	2507.1468269	8431.43092485	C
5	5	ALIGNMENT	Pronoun: Simple Past	P:PST: O=So?	gain	11	729.355283092	4788.48151342	S
5	5	ALIGNMENT	Pronoun: Simple Past	P:PST: O=So?	loss	5	1017.41481128	4856.07254555	C
5	16	ALIGNMENT	Pronoun: Simple Past	P:PST:A=O?	gain	17	755.521283974	2990.34719459	S
5	16	ALIGNMENT	Pronoun: Simple Past	P:PST:A=O?	loss	19	577.928193797	7384.80081018	C
5	0	ALIGNMENT	Pronoun: Simple Past	P:PST:A=Sa?	gain	11	683.960138358	3955.14972525	S
5	0	ALIGNMENT	Pronoun: Simple Past	P:PST:A=Sa?	loss	5	921.854724819	5314.63645723	C
5	0	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-A	gain	7	414.757940034	2146.85001866	N
5	0	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-A	loss	3	3008.8014076	7362.17835682	N
5	0	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-O	gain	3	1982.99721206	7133.46451877	N
5	0	ALIGNMENT	Reflexive Pronoun in trans. Clause	REFL-ref-O	loss	4	843.580689484	4566.88636659	N
5	9	ALIGNMENT	Verb: Present Progressive	V:PROG: O=So?	gain	11	1787.91248323	6334.78713667	S
5	9	ALIGNMENT	Verb: Present Progressive	V:PROG: O=So?	loss	10	480.419098109	2023.44504128	C
