80.5430511942 22.3450173083 internal
92.7391128092 20.1605170613 internal
69.1710700978 36.4168522347 internal
64.1769128291 34.0696198757 internal
58.459753387 32.7984473145 internal
57.7742175304 32.3726404343 internal
58.2262003447 38.38498156 internal
57.2988483018 39.2004819144 internal
1.42404514723 54.0328511072 internal
10.1890284363 48.4820222703 internal
93.1639888832 19.6297607216 internal
87.8278916563 23.9724017282 internal
30.6544619471 53.6436125194 internal
24.997836642 49.4129010612 internal
14.7611197165 49.3366425762 internal
19.7414698037 52.1837255793 internal
25.9356643483 51.1788212298 internal
24.3721273287 52.9104784398 internal
27.303313485 51.5621872418 internal
74.349411 31.536604 tip
-0.683122125778 50.587558406 internal
22.0226836351 53.5667374597 internal
21.470967 60.972087 tip
49.283999 37.526056 tip
20.199324 53.042874 tip
72.139869 22.44456 tip
77.224996 28.625252 tip
2.347857 48.854451 tip
5.795597 53.20394 tip
13.485001 46.127028 tip
13.409092 52.520822 tip
23.090199 47.401544 tip
34.621158 40.013951 tip
-21.939672 64.144237 tip
22.495093 47.187683 tip
91.79022 26.143538 tip
-4.102864 47.995619 tip
27.131666 38.392804 tip
-6.873827 53.726794 tip
30.525414 50.449474 tip
14.425442 51.179914 tip
73.018423 33.681135 tip
72.760057 37.219477 tip
4.865382 50.464478 tip
-4.38518 52.926407 tip
24.031167 49.853028 tip
18.3682278137 44.99389194 internal
15.7298550316 45.731456677 internal
26.7995445959 44.7859683766 internal
29.0531060348 51.4992204332 internal
-3.10232121875 52.1135072137 internal
28.3814681877 51.0703102938 internal
89.243625 26.659702 tip
23.694334 38.028622 tip
31.143828866 58.8222911611 internal
51.675883 32.647027 tip
10.68504 53.867783 tip
44.527159 40.147389 tip
-3.380017 52.240359 tip
28.997555 41.058644 tip
-0.758622 51.313607 tip
-8.634407 52.658918 tip
9.717403 48.742717 tip
-1.314163 51.060696 tip
2.90556473161 53.7353189114 internal
0.12754449925 43.6599531491 internal
44.7595796841 38.8183906141 internal
26.4882645827 41.3338380159 internal
12.2959770461 44.9118248363 internal
23.9657354474 37.5255956729 internal
28.7726096455 40.9463840262 internal
23.9684944559 40.0641664926 internal
24.3914386224 37.9964094806 internal
15.3484308849 53.4195410417 internal
10.6537414013 51.410189607 internal
26.5427229322 40.0112392909 internal
22.9168226991 39.9224049301 internal
70.342617 38.663458 tip
8.538354 47.36888 tip
70.741619 35.33661 tip
48.730017 38.854174 tip
66.962682 39.646576 tip
14.50823 46.050593 tip
17.438718 59.73823 tip
14.781807 41.127331 tip
69.702595 34.832889 tip
68.188804 31.432929 tip
44.675689 43.043802 tip
83.000379 27.617895 tip
-9.135132 38.708043 tip
84.727979 25.379098 tip
55.748043 32.735314 tip
-3.91394533313 39.7422691169 internal
2.4520333284 49.0562819886 internal
6.567738 53.215696 tip
6.50148032553 43.6558838752 internal
70.791057 35.255909 tip
88.36119 22.566866 tip
12.7846852396 43.858034882 internal
28.7804012062 38.8022826038 internal
52.7194272632 33.1845245386 internal
57.2192981733 37.6823957421 internal
79.85635 6.935115 tip
75.0211537013 24.3987941277 internal
72.8107050665 12.0569222805 internal
60.0715893305 27.2575412299 internal
76.1697936624 23.5888900969 internal
9.32737 40.31746 tip
13.158622 59.481307 tip
-0.665736777335 51.3463748076 internal
76.28612 23.511415 tip
52.151836899 41.7618914309 root
52.151836899 41.7618914309 internal
36.6616399444 38.7868573317 internal
-7.368974 57.16276 tip
20.472164 44.801327 tip
12.4923 41.890189 tip
11.923755 46.657384 tip
71.314571 35.799992 tip
75.939182 34.322996 tip
9.50113128237 56.1558481016 internal
-9.301101 53.244432 tip
45.728512 35.821161 tip
69.674802 23.253479 tip
72.871066 19.262081 tip
72.51658 36.457958 tip
87.190877788 40.2346716161 internal
2.90093780771 51.5056809256 internal
-6.78643859937 53.6630657542 internal
10.740802 59.912785 tip
5.075361 60.330984 tip
30.453243 50.415519 tip
5.123259 52.09095 tip
10.203424 51.4992 tip
2.347857 48.854451 tip
9.9527884355 49.6206656485 internal
9.962616 49.795477 tip
16.2246877636 49.5695917485 internal
13.6449321561 48.5953741292 internal
9.59431074611 52.8823020453 internal
9.02835284634 52.8955089737 internal
10.8154794039 53.7991579169 internal
7.88721176629 53.075362969 internal
5.45754413502 52.0581758425 internal
6.17057942429 52.155095491 internal
-1.29105910871 47.1448755128 internal
71.503041 38.389635 tip
-8.70387966942 42.1961384798 internal
13.368345 38.115141 tip
16.4188572549 58.6023294675 internal
9.5607672153 60.3357837168 internal
5.78012522544 52.4084682903 internal
-2.355272 53.779521 tip
3.97282744263 64.2441850876 internal
0.29992469911 66.5794215767 internal
8.27709949805 60.6183041469 internal
65.03622 26.27794 tip
10.1409812341 64.0600564685 internal
10.798136513 63.4537170415 internal
37.64843 55.677584 tip
10.5939540776 61.0256481338 internal
-0.00510240507435 45.9415726575 internal
9.838341 46.496755 tip
26.086373 44.427511 tip
1.83434401401 49.6838754408 internal
-1.16896762555 51.2745301683 internal
6.76632035947 53.2184044183 internal
25.7422292176 47.5855565288 internal
29.4576045707 46.3313712895 internal
19.881168 42.970349 tip
15.5889772228 53.3535254883 internal
15.1126368836 53.3555718012 internal
16.377534 47.193164 tip
25.5213738389 43.2448773326 internal
